episode,target,ai_starts,ai_payout,score,both_steal,ai_action,target_action,policy_loss,value_loss,entropy,loss
203,honest,0,100.0,1.0,0,STEAL,SPLIT,0.007566889747977257,0.7003049291670322,0.14217934297630563,0.35629756876733154
204,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,-0.0005462672561407089,0.19907279522158206,0.13731746026314795,0.09761697519570589
205,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.01341157779097557,0.011692146706536732,0.1517070278932806,-0.009082572534680367
206,always_steal,1,0.0,0.0,0,SPLIT,STEAL,0.020034590736031532,0.7376759871840477,0.16729265855974518,0.3871996686793864
207,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,-0.01145217940211296,0.1751213053939864,0.1717249494686257,0.07439122907817364
208,honest,1,100.0,1.0,0,STEAL,SPLIT,-0.021742818877100945,0.7106992900371552,0.1776990213256795,0.3318298437516205
209,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,-0.016457846388220787,0.26744735706597567,0.1771746679150965,0.1154940901324153
210,always_split,1,100.0,1.0,0,STEAL,SPLIT,-0.03536562994122505,0.01822725630881905,0.1681880329560954,-0.027933888137340546
211,always_steal,0,0.0,0.0,0,SPLIT,STEAL,0.006223931908607483,0.7350898254662752,0.15474129698122852,0.3722214412409812
212,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,-0.0035250335931777954,0.14727450857753865,0.1558144552691374,0.06855408102273941
213,honest,0,50.0,0.5,0,SPLIT,SPLIT,-0.0260004922747612,0.13564792089164257,0.1684801981318742,0.04013865627348423
214,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,0.05080604553222656,0.18591683823615313,0.17766672524157912,0.1419877940788865
215,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.007569372653961182,0.012607382021997182,0.17662700527580455,-0.0030319448560476303
216,always_steal,1,0.0,0.0,1,STEAL,STEAL,-0.04242448881268501,0.7191192200407386,0.17558182391803712,0.31537929829210043
217,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,-0.04838342219591141,0.1270235417814547,0.15518318628892303,0.013576522469520569
218,honest,1,50.0,0.5,0,SPLIT,SPLIT,0.0007524657994508743,0.16968716913834214,0.13800089733558707,0.0842160489410162
219,tit_for_tat,0,50.0,0.5,0,SPLIT,SPLIT,-0.013029929250478745,0.017100004333769903,0.1498600489285309,-0.005978532135486603
220,always_split,1,50.0,0.5,0,SPLIT,SPLIT,-0.01931222714483738,0.008895944668154243,0.1668595659721177,-0.01653284765779972
221,always_steal,0,0.0,0.0,0,SPLIT,STEAL,-0.023940399289131165,0.14531900483416393,0.17691423316136934,0.046949952840805054
222,deceptive_threaten,1,0.0,0.0,1,STEAL,STEAL,-0.001232631504535675,0.015076606406069004,0.17807206488214433,0.004524953663349152
223,honest,0,100.0,1.0,0,STEAL,SPLIT,-0.007270097732543945,0.6702505238354206,0.17777204309822991,0.32607744447886944
224,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,0.016003862023353577,0.147591961780563,0.17491342310677283,0.0880507044494152
225,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.011051788926124573,0.007969513324724176,0.17537623108364642,-0.008820798248052597
226,always_steal,1,0.0,0.0,1,STEAL,STEAL,-0.03405291959643364,0.7515824865549803,0.17651498108170927,0.33997317496687174
227,deceptive_threaten,0,0.0,0.0,0,SPLIT,STEAL,0.013123126700520515,0.19876251043751836,0.1698994424950797,0.11080539040267467
228,honest,1,50.0,0.5,0,SPLIT,SPLIT,-0.009517757222056389,0.12270932830870152,0.17017322854371741,0.0501351784914732
229,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,0.025204183533787727,0.21659596404060721,0.17816584464162588,0.13172049261629581
230,always_split,1,100.0,1.0,0,STEAL,SPLIT,0.00043800100684165955,0.014153255156998057,0.17907189531251788,0.0057239048182964325
231,always_steal,0,0.0,0.0,1,STEAL,STEAL,-0.029600296169519424,0.7922870293259621,0.1745024972478859,0.3647982027614489
232,deceptive_threaten,1,0.0,0.0,1,STEAL,STEAL,-0.037154799327254295,0.2426359208766371,0.16091328850598074,0.08255402557551861
233,honest,0,100.0,1.0,0,STEAL,SPLIT,-0.024411682039499283,0.6087682265788317,0.14516078546876088,0.2785208090208471
234,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,-0.0249785166233778,0.23094196384772658,0.13175831804983318,0.08917486481368542
235,always_split,0,50.0,0.5,0,SPLIT,SPLIT,0.0042703356593847275,0.0654276954010129,0.11652845173375681,0.035818906500935555
236,always_steal,1,0.0,0.0,0,SPLIT,STEAL,0.0005425680428743362,0.1566767574113328,0.11374846391845495,0.07774345017969608
237,deceptive_threaten,0,0.0,0.0,0,SPLIT,STEAL,-0.003401912748813629,0.00921443952415757,0.1166026076534763,3.9286911487579346e-05
238,honest,1,50.0,0.5,0,SPLIT,SPLIT,-0.0157034769654274,0.10513370766420849,0.13761268884991296,0.03548725135624409
239,tit_for_tat,0,50.0,0.5,0,SPLIT,SPLIT,-0.021155893802642822,0.012415307573974133,0.1612356127880048,-0.016560586169362068
240,always_split,1,50.0,0.5,0,SPLIT,SPLIT,-0.019558453932404518,0.005822175527100626,0.17316922912141308,-0.018379073590040207
241,always_steal,0,0.0,0.0,1,STEAL,STEAL,0.0045843422412872314,0.14340383966919035,0.17704701391630806,0.07451578602194786
242,deceptive_threaten,1,0.0,0.0,1,STEAL,STEAL,-0.01853611133992672,0.010052924222691217,0.17543820390710607,-0.015264036133885384
243,honest,0,50.0,0.5,0,SPLIT,SPLIT,0.0034199263900518417,0.14224178658332676,0.172125347686233,0.07281955517828465
244,tit_for_tat,1,50.0,0.5,0,SPLIT,SPLIT,-0.01627890020608902,0.01013804984449962,0.1747140250809025,-0.012957023456692696
245,always_split,0,100.0,1.0,0,STEAL,SPLIT,0.009020868688821793,0.08795641001779586,0.17658165530883707,0.05123325437307358
246,always_steal,1,0.0,0.0,0,SPLIT,STEAL,-4.801154136657715e-05,0.6210903562605381,0.1764707685506437,0.30873247515410185
247,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,-0.0073623377829790115,0.24904061702545732,0.1765736078377813,0.11539224535226822
248,honest,1,100.0,1.0,0,STEAL,SPLIT,-0.017144877463579178,0.47085218876600266,0.1751612915250007,0.21652961894869804
249,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,-0.01900092326104641,0.19260863796807826,0.17009045885060914,0.07560247369110584
250,always_split,1,50.0,0.5,0,SPLIT,SPLIT,0.00576922670006752,0.07632600696524605,0.16288615952362306,0.04230337776243687
251,always_steal,0,0.0,0.0,1,STEAL,STEAL,-0.005915787070989609,0.2176923102233559,0.1621566888934467,0.10130880959331989
252,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,0.0051774270832538605,0.017749779950349875,0.15600042152800597,0.012492302805185318
253,honest,0,100.0,1.0,0,STEAL,SPLIT,-0.03408357733860612,0.6985939014703035,0.16122675852966495,0.31360108591616154
254,tit_for_tat,1,50.0,0.5,0,SPLIT,SPLIT,-0.02556588687002659,0.012777728387632692,0.17321995354723185,-0.020909225568175316
255,always_split,0,50.0,0.5,0,SPLIT,SPLIT,-0.023720789700746536,0.007859188505790371,0.17641743557760492,-0.021555360406637192
256,always_steal,1,0.0,0.0,0,SPLIT,STEAL,-0.028847655281424522,0.1472085928544402,0.16991859578411095,0.04305744916200638
257,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,0.00341649167239666,0.014460608039826184,0.1631428001273889,0.00901537761092186
258,honest,1,100.0,1.0,0,STEAL,SPLIT,-0.004555785097181797,0.6780451629310846,0.16389736760174856,0.3328278310364112
259,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,-0.007505727931857109,0.18077545217238367,0.1692373211699305,0.08118962496519089
260,always_split,1,100.0,1.0,0,STEAL,SPLIT,-0.011649815365672112,0.011418326512284693,0.17349959643615875,-0.007675647735595703
261,always_steal,0,0.0,0.0,1,STEAL,STEAL,-0.02779071405529976,0.7219570651650429,0.17525871335237753,0.3314352293382399
262,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,0.01578410156071186,0.16643522855156334,0.17001833656104282,0.09730153903365135
263,honest,0,50.0,0.5,0,SPLIT,SPLIT,-0.007070999592542648,0.15534297050908208,0.1701764217868913,0.06889872811734676
264,tit_for_tat,1,50.0,0.5,0,SPLIT,SPLIT,-0.02583492174744606,0.017998348727246594,0.17696406561299227,-0.018605388700962067
265,always_split,0,50.0,0.5,0,SPLIT,SPLIT,-0.02659442462027073,0.007284032490133541,0.17782338557299227,-0.024730637669563293
266,always_steal,1,0.0,0.0,1,STEAL,STEAL,0.014014709740877151,0.114513800253917,0.17045404520467855,0.06956706568598747
267,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,-0.01746058650314808,0.0056342408388871945,0.17458029673434794,-0.016389258205890656
268,honest,1,100.0,1.0,0,STEAL,SPLIT,0.00563541310839355,0.4589012572541833,0.17681588808773085,0.23331787902861834
269,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,-0.0011104699224233627,0.05887902462927741,0.17578801402123645,0.026571149937808514
270,always_split,1,50.0,0.5,0,SPLIT,SPLIT,0.001980571076273918,0.21283247601240873,0.17599536722991616,0.10663686878979206
271,always_steal,0,0.0,0.0,0,SPLIT,STEAL,-0.005545465275645256,0.3792401934042573,0.17594159475993365,0.18231521546840668
272,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,-0.009030507877469063,0.050426574742601815,0.17417627450777218,0.014441031962633133
273,honest,0,50.0,0.5,0,SPLIT,SPLIT,-0.027927804738283157,0.16470760526135564,0.16761519515421242,0.052749862894415855
274,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,0.01426386833190918,0.2393367274198681,0.14717775394092314,0.13246044982224703
275,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.0008794181048870087,0.01511061637347666,0.14454130452941172,0.005230482667684555
276,always_steal,1,0.0,0.0,1,STEAL,STEAL,-0.01597360335290432,0.7552332486957312,0.15548982642940246,0.360088131390512
277,deceptive_threaten,0,0.0,0.0,0,SPLIT,STEAL,0.017382707446813583,0.19367295294068754,0.16667516130837612,0.11255243979394436
278,honest,1,100.0,1.0,0,STEAL,SPLIT,-0.00015021301805973053,0.5971775744110346,0.1673654044716386,0.2967649083584547
279,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,-0.00022405385971069336,0.22829922917298973,0.1671388118120376,0.11225415579974651
280,always_split,1,100.0,1.0,0,STEAL,SPLIT,-0.0059828609228134155,0.0158498924356536,0.16944130917545408,0.00024767033755779266
281,always_steal,0,0.0,0.0,1,STEAL,STEAL,-0.014710919931530952,0.8021744526922703,0.17440543117118068,0.384632264427637
282,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,0.01144234649837017,0.2786724695470184,0.1765542301145615,0.14901304617524147
283,honest,0,100.0,1.0,0,STEAL,SPLIT,-0.0007448252290487289,0.43896713852882385,0.17694604565622285,0.2169692823663354
284,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,-0.004996173083782196,0.16488895029760897,0.17637503618607298,0.07568455673754215
285,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.013785222545266151,0.00998082846399484,0.1748604439490009,-0.010543404147028923
286,always_steal,1,0.0,0.0,0,SPLIT,STEAL,0.012692037969827652,0.7747241333127022,0.16848322353325784,0.39836928504519165
287,deceptive_threaten,0,0.0,0.0,0,SPLIT,STEAL,0.009030628949403763,0.21452144495560788,0.16218553023645654,0.11466949433088303
288,honest,1,100.0,1.0,0,STEAL,SPLIT,0.0007030614069662988,0.5891754794865847,0.1604440845840145,0.2936863638460636
289,tit_for_tat,0,50.0,0.5,0,SPLIT,SPLIT,-0.005547221750020981,0.01357605845623766,0.16149730340112,-0.0003741700202226639
290,always_split,1,50.0,0.5,0,SPLIT,SPLIT,-0.008788654580712318,0.00647811542933141,0.1672541958250804,-0.007222147658467293
291,always_steal,0,0.0,0.0,0,SPLIT,STEAL,-0.010454516857862473,0.14448626607190818,0.17261658137431368,0.06006246618926525
292,deceptive_threaten,1,0.0,0.0,1,STEAL,STEAL,0.001621343195438385,0.01352427246138177,0.1749056920525618,0.006634427234530449
293,honest,0,50.0,0.5,0,SPLIT,SPLIT,-0.0030180029571056366,0.15248986519873142,0.17495607666205615,0.0714773815125227
294,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,0.008363618981093168,0.21545380726456642,0.17576918871782254,0.1143328293110244
295,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.0033921189606189728,0.01770899602524878,0.1754103711573407,0.00370827317237854
296,always_steal,1,0.0,0.0,0,SPLIT,STEAL,0.014570511877536774,0.8162161000072956,0.1728951444674749,0.42094962019473314
297,deceptive_threaten,0,0.0,0.0,0,SPLIT,STEAL,0.0019259396940469742,0.2968346407869831,0.17242660315241665,0.14861901104450226
298,honest,1,100.0,1.0,0,STEAL,SPLIT,0.0023641232401132584,0.43736888468265533,0.17300837289076298,0.21931847743690014
299,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,-0.00019824877381324768,0.16642421088181436,0.17305695862160064,0.08128329366445541
300,always_split,1,50.0,0.5,0,SPLIT,SPLIT,0.00016866065561771393,0.08536262507550418,0.17187559235026129,0.04113120958209038
301,always_steal,0,0.0,0.0,0,SPLIT,STEAL,-0.0027114562690258026,0.26719524152576923,0.17235886375419796,0.12916258163750172
302,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,-0.006555110216140747,0.03337875927846312,0.17381432894035242,0.008396133780479431
303,honest,0,50.0,0.5,0,SPLIT,SPLIT,-0.024757716804742813,0.17751335678622127,0.1758816137444228,0.062240151688456535
304,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,0.022162634879350662,0.24474079790525138,0.17070088809123263,0.14282602723687887
305,always_split,0,100.0,1.0,0,STEAL,SPLIT,0.0016008689999580383,0.014810576965828659,0.1666368841106305,0.007339794188737869
306,always_steal,1,0.0,0.0,1,STEAL,STEAL,-0.027106231078505516,0.6698183882981539,0.1733781814982649,0.3060691875871271
307,deceptive_threaten,0,0.0,0.0,0,SPLIT,STEAL,0.021012218669056892,0.10885274681405122,0.17630998211097904,0.0736754946410656
308,honest,1,100.0,1.0,0,STEAL,SPLIT,0.001074107363820076,0.6907944455742836,0.1761653169814963,0.3447096813470125
309,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,0.002011425793170929,0.22908275993540883,0.17624546121805906,0.11479035578668118
310,always_split,1,50.0,0.5,0,SPLIT,SPLIT,0.00045839138329029083,0.06960536172846332,0.17563985734886955,0.03350467048585415
311,always_steal,0,0.0,0.0,0,SPLIT,STEAL,-0.004915909841656685,0.22279099840670824,0.17603523666912224,0.10471924394369125
312,deceptive_threaten,1,0.0,0.0,1,STEAL,STEAL,-0.0024025235325098038,0.020173668424831703,0.1760694867116399,0.005923613905906677
313,honest,0,100.0,1.0,0,STEAL,SPLIT,5.614571273326874e-05,0.7638794295489788,0.1758310189761687,0.38023754372261465
314,tit_for_tat,1,50.0,0.5,0,SPLIT,SPLIT,-0.01808124966919422,0.015622602697953347,0.17541012763103936,-0.0120240468531847
315,always_split,0,50.0,0.5,0,SPLIT,SPLIT,-0.021889319643378258,0.006488158897674623,0.1725402128067799,-0.020370641723275185
316,always_steal,1,0.0,0.0,1,STEAL,STEAL,0.003939338028430939,0.14976189768640324,0.16763453517341986,0.07714392989873886
317,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,-0.008111471310257912,0.010062805282359477,0.17061318224295974,-0.004786217585206032
318,honest,1,100.0,1.0,0,STEAL,SPLIT,0.004892584402114153,0.6894914489239454,0.17331885287421755,0.3479051189497113
319,tit_for_tat,0,50.0,0.5,0,SPLIT,SPLIT,-0.007341945543885231,0.010358619809267111,0.17301545439113397,-0.003892797976732254
320,always_split,1,100.0,1.0,0,STEAL,SPLIT,0.0030961185693740845,0.08468847355106845,0.17057703449972905,0.0437345877289772
321,always_steal,0,0.0,0.0,1,STEAL,STEAL,-0.0071969665586948395,0.6409089285880327,0.1725170759309549,0.3115323334932327
322,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,0.002101479098200798,0.2682083658874035,0.17410885568824597,0.1344645731151104
323,honest,0,50.0,0.5,0,SPLIT,SPLIT,-0.013863388448953629,0.03519113053334877,0.17237418309377972,0.0020084381103515625
324,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,0.010257121175527573,0.1703605114016682,0.16640233965881635,0.0937733594328165
325,always_split,0,50.0,0.5,0,SPLIT,SPLIT,-0.0036136023700237274,0.07561834121588618,0.16525517372065224,0.032543014734983444
326,always_steal,1,0.0,0.0,0,SPLIT,STEAL,-0.01224600337445736,0.2397359018214047,0.16155238139617722,0.10600641556084156
327,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,0.004931550472974777,0.021712411244891427,0.155862098938087,0.01422913558781147
328,honest,1,50.0,0.5,0,SPLIT,SPLIT,0.001118674874305725,0.14933547633700073,0.1567713037802605,0.07421869784593582
329,tit_for_tat,0,50.0,0.5,0,SPLIT,SPLIT,-0.015123758465051651,0.012444578289461106,0.1513984838675242,-0.010415459051728249
330,always_split,1,100.0,1.0,0,STEAL,SPLIT,0.0050041405484080315,0.08758107898756862,0.14124755877128337,0.04738221038132906
331,always_steal,0,0.0,0.0,0,SPLIT,STEAL,0.0025822799652814865,0.6594578363001347,0.1436770386644639,0.3308744188398123
332,deceptive_threaten,1,0.0,0.0,1,STEAL,STEAL,0.0010958798229694366,0.29049967834725976,0.13876875884307083,0.1449580378830433
333,honest,0,100.0,1.0,0,STEAL,SPLIT,-0.004005115479230881,0.40305747650563717,0.14372716221259907,0.19608634896576405
334,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,-0.004365004599094391,0.15763690136373043,0.1506909195013577,0.07294653542339802
335,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.011191785335540771,0.012629677269160311,0.15945440635550767,-0.006471492350101471
336,always_steal,1,0.0,0.0,0,SPLIT,STEAL,0.013601519167423248,0.8176153656095266,0.16765507301897742,0.420732666101685
337,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,-0.00434366799890995,0.31169377360492945,0.1695699494011933,0.1498075108975172
338,honest,1,50.0,0.5,0,SPLIT,SPLIT,0.002415373921394348,0.0376454186916817,0.17318206759227905,0.019506270065903664
339,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,0.008284041658043861,0.16637337021529675,0.16947119659744203,0.08977602608501911
340,always_split,1,100.0,1.0,0,STEAL,SPLIT,-0.006481559947133064,0.010768203595944215,0.16995990769646596,-0.002797042950987816
341,always_steal,0,0.0,0.0,1,STEAL,STEAL,-0.014227218925952911,0.765316441655159,0.1743784910067916,0.3666872034955304
342,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,0.008840223774313927,0.24693541042506695,0.1763940764067229,0.13054398261010647
343,honest,0,100.0,1.0,0,STEAL,SPLIT,-0.0005564074963331223,0.48261374793946743,0.176885439112084,0.23898161109536886
344,tit_for_tat,1,50.0,0.5,0,SPLIT,SPLIT,-0.00904746726155281,0.009547349686727102,0.17667201976291835,-0.006040509790182114
345,always_split,0,50.0,0.5,0,SPLIT,SPLIT,-0.013111390173435211,0.008722904300498158,0.17584123433334753,-0.010508332401514053
346,always_steal,1,0.0,0.0,0,SPLIT,STEAL,-0.015746675431728363,0.15579097997397184,0.1722467497602338,0.06042634695768356
347,deceptive_threaten,0,0.0,0.0,0,SPLIT,STEAL,-0.02360723353922367,0.01807648208023238,0.16515397059265524,-0.016220541670918465
348,honest,1,50.0,0.5,0,SPLIT,SPLIT,-0.039284064434468746,0.1457528753671795,0.1511590380250709,0.03208077233284712
349,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,0.006283844821155071,0.20505028869956732,0.13169960021332372,0.1074919905513525
350,always_split,1,50.0,0.5,0,SPLIT,SPLIT,-0.015396444126963615,0.12658473651390523,0.12214602759922855,0.0466744527220726
351,always_steal,0,0.0,0.0,1,STEAL,STEAL,-0.004745710641145706,0.27732112165540457,0.12099742332065944,0.13270487263798714
352,deceptive_threaten,1,0.0,0.0,1,STEAL,STEAL,-0.02013351209461689,0.02123021294062255,0.14528595602314454,-0.010971268638968468
353,honest,0,50.0,0.5,0,SPLIT,SPLIT,0.00871240347623825,0.16603192896582186,0.15938171227026032,0.09013454802334309
354,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,-0.00039043137803673744,0.21093773643951863,0.15933417342603207,0.10348510002950206
355,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.009316163137555122,0.011295531324321928,0.16575264988932759,-0.005325921578332782
356,always_steal,1,0.0,0.0,1,STEAL,STEAL,-0.01601448841392994,0.6041891044005752,0.17259647859464167,0.2843540902249515
357,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,-0.024567067623138428,0.07448272446582926,0.17469434799568262,0.010927347466349602
358,honest,1,50.0,0.5,0,SPLIT,SPLIT,0.00738130509853363,0.19151785783469677,0.1702827981353039,0.1014374140650034
359,tit_for_tat,0,50.0,0.5,0,SPLIT,SPLIT,-0.02002141624689102,0.021417458652649657,0.17342337853915524,-0.011046918109059334
360,always_split,1,50.0,0.5,0,SPLIT,SPLIT,-0.03901295177638531,0.004632825540966223,0.17277482597273774,-0.0384242907166481
361,always_steal,0,0.0,0.0,1,STEAL,STEAL,0.013620590791106224,0.10594812031195033,0.16334866081888322,0.0649611558765173
362,deceptive_threaten,1,0.0,0.0,1,STEAL,STEAL,-0.012716298922896385,0.007235124886392441,0.1658283025608398,-0.010757029056549072
363,honest,0,100.0,1.0,0,STEAL,SPLIT,0.019688849337399006,0.5838351864367723,0.17351193212380167,0.3098713271319866
364,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,-0.021388327702879906,0.09243276456845706,0.17450488811300602,0.02308300882577896
365,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.020359182730317116,0.00978452656556783,0.17205665950314142,-0.01718747802078724
366,always_steal,1,0.0,0.0,1,STEAL,STEAL,-0.021386045962572098,0.597860449925065,0.16547570011607604,0.27588943182490766
367,deceptive_threaten,0,0.0,0.0,0,SPLIT,STEAL,0.0044075604528188705,0.08025824187279795,0.15859271343651926,0.042950745671987534
368,honest,1,50.0,0.5,0,SPLIT,SPLIT,-0.008737025782465935,0.18474379600957036,0.16035036543325987,0.08203136175870895
369,tit_for_tat,0,50.0,0.5,0,SPLIT,SPLIT,-0.019791124388575554,0.015531963186731446,0.17004733817157103,-0.013725612312555313
370,always_split,1,100.0,1.0,0,STEAL,SPLIT,0.0030098790302872658,0.07709550898289308,0.17451681342208758,0.03981246706098318
371,always_steal,0,0.0,0.0,0,SPLIT,STEAL,0.0006941445171833038,0.7323218788951635,0.1739111698771012,0.3651159997098148
372,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,-0.027344610542058945,0.24198816251009703,0.17430038798920577,0.09190647676587105
373,honest,0,100.0,1.0,0,STEAL,SPLIT,-0.02286105789244175,0.5651495046913624,0.16224361525382847,0.2580912560224533
374,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,-0.0039498042315244675,0.20343091012910008,0.1567088325828081,0.09619855380151421
375,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.017128976061940193,0.01418341292628611,0.16535513907729182,-0.01169079914689064
376,always_steal,1,0.0,0.0,1,STEAL,STEAL,-0.02247900329530239,0.738888961263001,0.1735390161338728,0.34523009293479845
377,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,-0.02896380051970482,0.14924086243900092,0.17373687702638563,0.043919242918491364
378,honest,1,50.0,0.5,0,SPLIT,SPLIT,0.005688507109880447,0.15006157173775136,0.1682265131821623,0.0790370311588049
379,tit_for_tat,0,50.0,0.5,0,SPLIT,SPLIT,-0.010233642533421516,0.01550124168795719,0.1706411393097369,-0.0041894447058439255
380,always_split,1,50.0,0.5,0,SPLIT,SPLIT,-0.0170439500361681,0.007142271595299121,0.1740850970018073,-0.015213673934340477
381,always_steal,0,0.0,0.0,0,SPLIT,STEAL,-0.025878533720970154,0.13536941481288522,0.17251585232588695,0.04008101113140583
382,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,-0.03253721073269844,0.01261145980316769,0.16292231933039147,-0.027860699221491814
383,honest,0,100.0,1.0,0,STEAL,SPLIT,0.013853354379534721,0.6141495853662491,0.14446690941258566,0.31948347645811737
384,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,0.003574814647436142,0.11059255378932509,0.13526000497222412,0.057518495246768
385,always_split,0,50.0,0.5,0,SPLIT,SPLIT,0.006124410778284073,0.18700979743152857,0.13815692703064997,0.09824773482978344
386,always_steal,1,0.0,0.0,0,SPLIT,STEAL,-0.008238296955823898,0.3660739022307098,0.13519754972367082,0.17344668600708246
387,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,-0.0028806589543819427,0.04544531694136822,0.1332952654483961,0.018509039655327797
388,honest,1,100.0,1.0,0,STEAL,SPLIT,0.0017148490296676755,0.7786703258752823,0.13906894004321657,0.38965932093560696
389,tit_for_tat,0,50.0,0.5,0,SPLIT,SPLIT,-0.031848302111029625,0.017399829469241013,0.13086992193711922,-0.02445708028972149
390,always_split,1,100.0,1.0,0,STEAL,SPLIT,0.0010388270020484924,0.08630867581814528,0.11899996626016218,0.04300314374268055
391,always_steal,0,0.0,0.0,1,STEAL,STEAL,-0.007244916632771492,0.6465201787650585,0.12796327346586622,0.31473555229604244
392,deceptive_threaten,1,0.0,0.0,0,SPLIT,STEAL,0.006403788924217224,0.27175840036943555,0.1353448480804218,0.14092954341322184
393,honest,0,100.0,1.0,0,STEAL,SPLIT,0.0031993500888347626,0.3788566403090954,0.1294238479604246,0.191333438269794
394,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,0.0005866847932338715,0.1287575145252049,0.12586143871885724,0.06370682269334793
395,always_split,0,100.0,1.0,0,STEAL,SPLIT,-0.006062643602490425,0.009020641019787945,0.13426742466981523,-0.0028949901461601257
396,always_steal,1,0.0,0.0,1,STEAL,STEAL,-0.01729358732700348,0.7344268392771482,0.15213315762230195,0.3483985095299431
397,deceptive_threaten,0,0.0,0.0,1,STEAL,STEAL,-0.017455104738473892,0.19501438329461962,0.16687211586395279,0.07838337682187557
398,honest,1,50.0,0.5,0,SPLIT,SPLIT,0.009896457195281982,0.12577962735667825,0.172871730857878,0.07105755433440208
399,tit_for_tat,0,100.0,1.0,0,STEAL,SPLIT,0.002610476454719901,0.2631654953584075,0.17191763409937266,0.13247406389564276
400,always_split,1,50.0,0.5,0,SPLIT,SPLIT,-0.002625284716486931,0.058714158716611564,0.17180543718131958,0.025013741105794907
401,always_steal,0,0.0,0.0,1,STEAL,STEAL,-0.0013397261500358582,0.18555522087262943,0.17174436627101386,0.08972044102847576
402,deceptive_threaten,1,0.0,0.0,1,STEAL,STEAL,-0.014412833377718925,0.014342621124910693,0.17397682393493596,-0.00898127630352974
403,honest,0,100.0,1.0,0,STEAL,SPLIT,0.005404968746006489,0.6741099245846272,0.17514703443157487,0.3407084718346596
404,tit_for_tat,1,100.0,1.0,0,STEAL,SPLIT,-0.000984150916337967,0.14863837929442525,0.17520480082021095,0.07158298883587122
405,always_split,0,50.0,0.5,0,SPLIT,SPLIT,0.0009290874004364014,0.13980294880457222,0.17517600560677238,0.06907880306243896
406,always_steal,1,0.0,0.0,1,STEAL,STEAL,-0.0011766254901885986,0.29010780225507915,0.1758161564648617,0.14211910776793957
407,deceptive_threaten,0,0.0,0.0,0,SPLIT,STEAL,0.0015965159982442856,0.02518850878914236,0.1759530311828712,0.012431232258677483
