episode,target,ai_starts,update_idx,turn,policy_loss,value_loss,entropy,loss
55,always_split,0,4,5,0.00599873811006546,0.49521817453205585,0.2218438764102757,0.25138938013697043
56,always_steal,1,4,5,-0.039348332211375237,0.1566981691867113,0.2124587302096188,0.03687616437673569
57,deceptive_threaten,0,4,5,-0.006230026483535767,0.02198603755283557,0.20624007424339652,0.0027005914598703384
58,honest,1,4,5,-0.04141139704734087,0.7354531101882458,0.21487696981057525,0.32416638475842774
59,tit_for_tat,0,4,5,-0.0003093145787715912,0.10534699959680438,0.21805014880374074,0.05018369108438492
60,always_split,1,4,5,-0.03405618667602539,0.4539670404046774,0.207870920188725,0.19084864109754562
61,always_steal,0,4,5,0.002792827785015106,0.1744972039014101,0.19567838520742953,0.08808464929461479
62,deceptive_threaten,1,4,5,0.002350321039557457,0.022893298329108802,0.19948074501007795,0.011802146211266518
63,honest,0,4,5,0.011258926708251238,0.7138111852109432,0.19237750535830855,0.36624074913561344
64,tit_for_tat,1,4,5,-0.0072164516896009445,0.09689936903305352,0.19215178955346346,0.03931172005832195
65,always_split,0,4,5,-0.03401715308427811,0.47811529599130154,0.17816131538711488,0.20325889420928434
66,always_steal,1,4,5,0.0033133402466773987,0.16097424284089357,0.15908567351289093,0.08220961131155491
67,deceptive_threaten,0,4,5,-0.012591356411576271,0.018639889287172196,0.17167100706137717,-0.0049881283193826675
68,honest,1,4,5,-0.04662579204887152,0.727171054109931,0.19097631610929966,0.3150499820476398
69,tit_for_tat,0,4,5,-0.026340020820498466,0.09337165544275194,0.20281711989082396,0.01831764355301857
70,always_split,1,4,5,-0.03958682902157307,0.08070403535384685,0.20308014005422592,-0.0012656114995479584
71,always_steal,0,4,5,0.005752986297011375,0.09606068156426772,0.19310899497941136,0.05185223929584026
72,deceptive_threaten,1,4,5,-0.012675361707806587,0.01173828491582185,0.19120670878328383,-0.008718281984329224
73,honest,0,4,5,-0.01872815378010273,0.6616336982697248,0.17647550534456968,0.31032394152134657
74,tit_for_tat,1,4,5,0.0034091640263795853,0.1289310222491622,0.16209000046364963,0.0662537720054388
75,always_split,0,4,5,-0.008684450760483742,0.44895947724580765,0.16903457487933338,0.21410493762232363
76,always_steal,1,4,5,-0.017544958740472794,0.1735553233884275,0.18238076334819198,0.06740888953208923
77,deceptive_threaten,0,4,5,0.0004671569913625717,0.02751407689172064,0.19118988467380404,0.012312307953834534
78,honest,1,4,5,-0.03776397183537483,0.18403669446706772,0.1796936192549765,0.05245744064450264
79,tit_for_tat,0,4,5,0.001286594197154045,0.05161671480163932,0.16882454860024154,0.02540670894086361
80,always_split,1,4,5,-0.016046548262238503,0.6130764149129391,0.17819506872911006,0.28870970546267927
81,always_steal,0,4,5,-0.023299571126699448,0.0919023264432326,0.19005633203778416,0.020751021802425385
82,deceptive_threaten,1,4,5,-0.030696874484419823,0.013334197347035115,0.19474416284356266,-0.02597721479833126
83,honest,0,4,5,0.025266038603149354,0.6671345718204975,0.18883760075550526,0.35694494657218456
84,tit_for_tat,1,4,5,-0.01672307774424553,0.10031826596241444,0.18980442499741912,0.03153800219297409
85,always_split,0,4,5,0.00896417535841465,0.522375887259841,0.19352697860449553,0.26821686420589685
86,always_steal,1,4,5,-0.024531688541173935,0.11880997533444315,0.18954879383090883,0.03297782316803932
87,deceptive_threaten,0,4,5,0.0025430675595998764,0.017579797501634076,0.1844656055327505,0.009488319978117943
88,honest,1,4,5,-0.015568949282169342,0.1712013902142644,0.18849715928081423,0.06814677454531193
89,tit_for_tat,0,4,5,-0.03207759000360966,0.05743128570611589,0.19126816489733756,-0.005274627357721329
90,always_split,1,4,5,-0.04369971342384815,0.11146819032728672,0.18276025133673102,0.010206785053014755
91,always_steal,0,4,5,0.005388060584664345,0.0682374679017812,0.17090146976988763,0.037797775119543076
92,deceptive_threaten,1,4,5,-0.017399247735738754,0.009717288825413561,0.16844069969374686,-0.01422501727938652
93,honest,0,4,5,-0.012302537448704243,0.6583887413144112,0.15346584003418684,0.3153571735601872
94,tit_for_tat,1,4,5,0.0024968311190605164,0.1266461021732539,0.14330745919141918,0.06438681297004223
95,always_split,0,4,5,-0.007824007421731949,0.45058179646730423,0.14882775081787258,0.215978616848588
96,always_steal,1,4,5,0.0017477329820394516,0.17248223186470568,0.15729767503216863,0.08641584776341915
97,deceptive_threaten,0,4,5,0.004121897742152214,0.02834257568247267,0.14707149483729154,0.016822462901473045
98,honest,1,4,5,0.0073362672701478004,0.7459433227777481,0.15422600484453142,0.37876566033810377
99,tit_for_tat,0,4,5,-0.02807866595685482,0.06739172228844836,0.15004780376330018,0.004116730764508247
100,always_split,1,4,5,0.003572547808289528,0.5513590853661299,0.13161571568343788,0.2779359254054725
101,always_steal,0,4,5,-0.004915082827210426,0.11365834553726017,0.13526416895911098,0.05056143365800381
102,deceptive_threaten,1,4,5,-0.006531635299324989,0.015798609463104185,0.13939900370314717,-2.631358802318573e-05
103,honest,0,4,5,-0.041532767936587334,0.16659370623528957,0.12116032547783107,0.04055247642099857
104,tit_for_tat,1,4,5,0.0016908776015043259,0.06052585016004741,0.10805802757386118,0.030873218551278114
105,always_split,0,4,5,-0.01720576547086239,0.12829523300752044,0.1053987629711628,0.04588785581290722
106,always_steal,1,4,5,0.0027932990342378616,0.035960626613814384,0.0944215141935274,0.019829396158456802
107,deceptive_threaten,0,4,5,-0.004745911806821823,0.005358110303859576,0.0978639421518892,-0.003045490011572838
108,honest,1,4,5,0.008618487045168877,0.5944030489772558,0.11747465177904814,0.30464528349693865
109,tit_for_tat,0,4,5,-0.0023705530911684036,0.15051935403607786,0.12387247348669916,0.07165039330720901
110,always_split,1,4,5,-0.007371211424469948,0.39369009993970394,0.13493186933919787,0.1881245281547308
111,always_steal,0,4,5,-0.011924708262085915,0.18675181060098112,0.15313682483974844,0.0799198392778635
112,deceptive_threaten,1,4,5,0.0012052375823259354,0.0337983155777124,0.16196906263940036,0.016484711319208145
113,honest,0,4,5,-0.035723160952329636,0.18547573452815413,0.14901701197959483,0.055524539202451706
114,tit_for_tat,1,4,5,6.486102938652039e-05,0.039134191025368636,0.13794332242105156,0.018252531066536903
115,always_split,0,4,5,-0.008397318626521155,0.64714190736413,0.14771457249298692,0.313696482218802
116,always_steal,1,4,5,0.0013836286962032318,0.07683696819003671,0.15646895207464695,0.038237420842051506
117,deceptive_threaten,0,4,5,-0.041736286133527756,0.010979103416527636,0.140144799312111,-0.03764817863702774
118,honest,1,4,5,-0.007863188162446022,0.7073661964386702,0.12057161575648934,0.34461419796571136
119,tit_for_tat,0,4,5,-0.0399936493486166,0.09053477342240512,0.10418154147919267,0.004231913015246391
120,always_split,1,4,5,0.0018892642110586166,0.49775232933461666,0.08880066243000329,0.24987742211669683
121,always_steal,0,4,5,-0.0008912943303585052,0.13024532608687878,0.08771070116199553,0.06335427612066269
122,deceptive_threaten,1,4,5,-0.003025086596608162,0.018412145978800254,0.09369033807888627,0.005244087427854538
123,honest,0,4,5,0.006580345332622528,0.7326404694467783,0.10812771302880719,0.3718193139648065
124,tit_for_tat,1,4,5,-0.002477472648024559,0.07881730305962265,0.1143323042197153,0.03578786924481392
125,always_split,0,4,5,-0.005300040356814861,0.5463230405002832,0.1257624204736203,0.2666038633324206
126,always_steal,1,4,5,-0.009195014834403992,0.10431620327290148,0.14245930744800717,0.04153847135603428
127,deceptive_threaten,0,4,5,0.004229497164487839,0.01431815202818143,0.15338435192825273,0.009854743257164955
128,honest,1,4,5,-0.0360215213149786,0.16351759247481823,0.13883396034361795,0.0443489383906126
129,tit_for_tat,0,4,5,0.0019647330045700073,0.05520706294919364,0.12343285873066634,0.028333932161331177
130,always_split,1,4,5,-0.006546100601553917,0.6046945694833994,0.1328535754000768,0.2944726552377688
131,always_steal,0,4,5,-0.010489232838153839,0.0799964708276093,0.14824146212777123,0.02802659571170807
132,deceptive_threaten,1,4,5,-0.018075348809361458,0.011622856299027262,0.16533566295402125,-0.013917267322540283
133,honest,0,4,5,0.014115242287516594,0.15567299257963896,0.1775590287288651,0.09017614834010601
134,tit_for_tat,1,4,5,-0.0022015124559402466,0.06859882368007675,0.17712669278262183,0.03032662719488144
135,always_split,0,4,5,-0.02159547246992588,0.5503301601856947,0.18204166257055476,0.25174919702112675
136,always_steal,1,4,5,0.007618973031640053,0.10774096159730107,0.18362506153061986,0.059653209522366524
137,deceptive_threaten,0,4,5,-0.02982245944440365,0.012885487525636563,0.18174952105619013,-0.025197220966219902
138,honest,1,4,5,-0.028655339032411575,0.7138258200138807,0.17155748943332583,0.3265419905073941
139,tit_for_tat,0,4,5,0.0060388557612895966,0.07827628857921809,0.16126804909436032,0.043564315885305405
140,always_split,1,4,5,-0.010656651109457016,0.5262193102389574,0.16652582137612626,0.2507877591997385
141,always_steal,0,4,5,-0.0165094006806612,0.11285162949934602,0.17555357108358294,0.03816087543964386
142,deceptive_threaten,1,4,5,-0.02329375222325325,0.01654053624088192,0.18205908220261335,-0.016844088211655617
143,honest,0,4,5,0.009471278637647629,0.1719120154157281,0.18168278690427542,0.09361045435070992
144,tit_for_tat,1,4,5,-0.01453385129570961,0.06014806390157901,0.18143982015317306,0.013725783675909042
145,always_split,0,4,5,0.004711740650236607,0.5927477944642305,0.18133896513609216,0.2992722558847163
146,always_steal,1,4,5,-0.01647878810763359,0.08601801167242229,0.18131051282398403,0.02471710741519928
147,deceptive_threaten,0,4,5,0.0015236102044582367,0.01356588701875694,0.18045693391468376,0.006502000615000725
148,honest,1,4,5,-0.016601484268903732,0.16339956410229206,0.18078040739055723,0.06329048611223698
149,tit_for_tat,0,4,5,0.0054166316986083984,0.05881442874670029,0.18008344166446477,0.03302301652729511
150,always_split,1,4,5,-0.0020732972770929337,0.09517857083119452,0.18008481728611514,0.04371514730155468
151,always_steal,0,4,5,-0.02647530287504196,0.0632063842494972,0.17622425348963588,0.003365645185112953
152,deceptive_threaten,1,4,5,-0.04075597785413265,0.008476192761918355,0.1618676754878834,-0.03813655488193035
153,honest,0,4,5,-0.012286077253520489,0.710697028785944,0.14370194397633895,0.34162542351987213
154,tit_for_tat,1,4,5,-0.038735391572117805,0.08464086230378598,0.1241355044185184,0.002343691885471344
155,always_split,0,4,5,0.003368224948644638,0.5111395101994276,0.10600894317030907,0.2578778825700283
156,always_steal,1,4,5,-0.017284270375967026,0.13043401180766523,0.10223949956707656,0.046910347416996956
157,deceptive_threaten,0,4,5,-0.05013846792280674,0.023704506569629302,0.08231590630020946,-0.03910939022898674
158,honest,1,4,5,-0.0013487786054611206,0.7705789916217327,0.07027731474954635,0.38323792652226985
159,tit_for_tat,0,4,5,6.052665412425995e-05,0.05918418247892987,0.06729179597459733,0.028979703783988953
160,always_split,1,4,5,-0.00125056691467762,0.6070980727672577,0.06818734644912183,0.3016165876761079
161,always_steal,0,4,5,-0.001424374058842659,0.07734195014927536,0.07149147771997377,0.03653169237077236
162,deceptive_threaten,1,4,5,-0.0032550469040870667,0.010484222815648536,0.0795485929120332,0.001191580668091774
163,honest,0,4,5,0.005767462775111198,0.7259082980453968,0.09497315000044182,0.3677718732506037
164,tit_for_tat,1,4,5,-0.002893589437007904,0.07738951803185046,0.1039529942208901,0.03476162813603878
165,always_split,0,4,5,-0.006229467689990997,0.5325499754399061,0.1164754030178301,0.25888077006675303
166,always_steal,1,4,5,-0.008610930293798447,0.10545506939524785,0.13282933156006038,0.0427883006632328
167,deceptive_threaten,0,4,5,-0.012947890907526016,0.014762944075666695,0.15046780224656686,-0.007071094587445259
168,honest,1,4,5,0.010185664519667625,0.713703241199255,0.16629152063978836,0.3653743710019626
169,tit_for_tat,0,4,5,-0.025708870962262154,0.08407238766085356,0.16258462192490697,0.0147014781832695
170,always_split,1,4,5,0.006583694368600845,0.510032357648015,0.15026344888610765,0.26009724102914333
171,always_steal,0,4,5,-0.01002475805580616,0.12180852773599327,0.1577154738479294,0.0493023619055748
172,deceptive_threaten,1,4,5,0.0011668018996715546,0.018816104763914154,0.16492185491370037,0.008925646543502808
173,honest,0,4,5,-0.0359108280390501,0.16498733684420586,0.15243323129834607,0.04505849815905094
174,tit_for_tat,1,4,5,-0.04726615734398365,0.04454576694115531,0.12586490431567654,-0.02625194750726223
175,always_split,0,4,5,0.0022028193343430758,0.6447335854172707,0.11106245149858296,0.32345898635685444
176,always_steal,1,4,5,-0.003915470093488693,0.06604898738441989,0.11448244185885414,0.027964187785983086
177,deceptive_threaten,0,4,5,-0.008526736870408058,0.009775445843843045,0.128764558583498,-0.004926662892103195
178,honest,1,4,5,0.010892977938055992,0.15982926543802023,0.14373455045279115,0.08937026001513004
179,tit_for_tat,0,4,5,-0.03325815498828888,0.054472704126965255,0.13619915989693254,-0.007383804768323898
180,always_split,1,4,5,0.004549970850348473,0.5882851388305426,0.11752959375735372,0.2975172349251807
181,always_steal,0,4,5,-0.0035654231905937195,0.09029005689080805,0.12077114256680943,0.04037187993526459
182,deceptive_threaten,1,4,5,-0.008600994944572449,0.013835997653613319,0.1248298131977208,-0.002931293100118637
183,honest,0,4,5,-0.03715654835104942,0.168230447685346,0.10983672679867595,0.045860324054956436
184,tit_for_tat,1,4,5,0.0010542795062065125,0.04606062269886024,0.09769213397521526,0.023107651621103287
185,always_split,0,4,5,-0.009203186258673668,0.1283104564063251,0.09705033554928377,0.05398152768611908
186,always_steal,1,4,5,0.0024533867835998535,0.03391706923866877,0.08653554564807564,0.018546555191278458
187,deceptive_threaten,0,4,5,-0.003911009058356285,0.004955323790454713,0.09068091498920694,-0.00234016589820385
188,honest,1,4,5,0.005864053964614868,0.6609021313488483,0.10534519676002674,0.3352616745978594
189,tit_for_tat,0,4,5,-0.0020378846675157547,0.09946663590380922,0.11220768839120865,0.0465733427554369
190,always_split,1,4,5,-0.005121665075421333,0.476299487054348,0.12120603828225285,0.23181602638214827
191,always_steal,0,4,5,-0.007026057690382004,0.12784806545823812,0.1344548160850536,0.055553413927555084
192,deceptive_threaten,1,4,5,-0.009474571794271469,0.020502834589024133,0.14800261068739928,-0.0007031913846731186
193,honest,0,4,5,0.009005722589790821,0.765529952943325,0.16079829752561636,0.3901627045124769
194,tit_for_tat,1,4,5,-0.014916233718395233,0.05723905033664778,0.15967308025574312,0.012106571346521378
195,always_split,0,4,5,-0.03569621033966541,0.09846146893687546,0.1440913238329813,0.012093614786863327
196,always_steal,1,4,5,0.005345452576875687,0.05448857767623849,0.13069656447623856,0.03128277510404587
197,deceptive_threaten,0,4,5,-0.014894938096404076,0.007822936100694733,0.12655023331171833,-0.012248961254954338
198,honest,1,4,5,-0.00474122166633606,0.6867853365838528,0.11357711919117719,0.3375156647525728
199,tit_for_tat,0,4,5,0.0002766009420156479,0.0855659501394257,0.10704238683683798,0.04198915511369705
200,always_split,1,4,5,-0.013028856366872787,0.08008097822312266,0.10706383406068198,0.025940991938114166
201,always_steal,0,4,5,0.0027321968227624893,0.05849191884044558,0.09660110931145027,0.0310121551156044
202,deceptive_threaten,1,4,5,-0.003056427463889122,0.006758477879884595,0.09916584435268305,-0.0006688591092824936
203,honest,0,4,5,0.007558554410934448,0.6616618130356073,0.11448288167594001,0.3372446410357952
204,tit_for_tat,1,4,5,-0.0027032680809497833,0.10905362153425813,0.12300264477380551,0.050593508407473564
205,always_split,0,4,5,-0.005714887753129005,0.47328302450478077,0.1312878300086595,0.22961372276768088
206,always_steal,1,4,5,-0.001694200560450554,0.1453915387392044,0.13981707440689206,0.06960339285433292
207,deceptive_threaten,0,4,5,0.003752628341317177,0.02526137340828427,0.13268421762040816,0.015056466683745384
208,honest,1,4,5,-0.0057939328253269196,0.7578379102051258,0.1401570001617074,0.3717234516516328
209,tit_for_tat,0,4,5,-0.01000233180820942,0.053565602502203546,0.15212523177615367,0.015259217470884323
210,always_split,1,4,5,-0.014133377000689507,0.5721671264618635,0.16482716592145152,0.2703019203618169
211,always_steal,0,4,5,0.006468098610639572,0.10549165104748681,0.17280860504251905,0.05748582258820534
212,deceptive_threaten,1,4,5,-0.027632810175418854,0.016279917377858055,0.16583996190456674,-0.021151242777705193
213,honest,0,4,5,-0.036797719076275826,0.15630520833656192,0.14937335971626453,0.03986113704741001
214,tit_for_tat,1,4,5,0.0028343964368104935,0.0653433341649361,0.13533800750155933,0.0341526810079813
215,always_split,0,4,5,-0.005051691085100174,0.5887636858969927,0.14132759280619211,0.28791687841294333
216,always_steal,1,4,5,-0.008924504742026329,0.08396899120998569,0.15055476207635365,0.03155442513525486
217,deceptive_threaten,0,4,5,-0.014797566458582878,0.011623879378930724,0.16325591021450236,-0.010618193075060844
218,honest,1,4,5,0.011744488030672073,0.15637628827244043,0.171733740309719,0.0882153082638979
219,tit_for_tat,0,4,5,-0.00023614615201950073,0.06548865794320591,0.1719297109520994,0.03078889288008213
220,always_split,1,4,5,-0.013901753351092339,0.5573778841644526,0.1751463646942284,0.26303571672178805
221,always_steal,0,4,5,0.005933467298746109,0.10091325652319938,0.17730713437777013,0.05461703985929489
222,deceptive_threaten,1,4,5,0.0010625571012496948,0.014829396486220503,0.1768749256443698,0.006708504632115364
223,honest,0,4,5,0.003107597818598151,0.716048950329423,0.17712539940839633,0.35936082527041435
224,tit_for_tat,1,4,5,-0.0030374526977539062,0.07003824505954981,0.1769269885844551,0.03021240048110485
225,always_split,0,4,5,-0.019723212346434593,0.5309422463178635,0.17605936707695946,0.24398732278496027
226,always_steal,1,4,5,-0.03655977360904217,0.11445954977534711,0.16705553224892356,0.018999440595507622
227,deceptive_threaten,0,4,5,-0.0035135988146066666,0.017142643485897224,0.15807408691034652,0.003476981073617935
228,honest,1,4,5,-0.019073378294706345,0.1641048293095082,0.1666613728448283,0.06131241098046303
229,tit_for_tat,0,4,5,0.008421747013926506,0.06843322911299765,0.1736435513885226,0.04090192914009094
230,always_split,1,4,5,-0.019097937270998955,0.5492530222982168,0.17038797432905994,0.2538246940821409
231,always_steal,0,4,5,-0.03183063492178917,0.09551132132764906,0.15970704445498995,0.01432797685265541
232,deceptive_threaten,1,4,5,-0.04177705757319927,0.01498927815740636,0.1407661849516444,-0.035690080374479294
233,honest,0,4,5,0.015123657882213593,0.720710352063179,0.12331559776794165,0.37424567877314985
234,tit_for_tat,1,4,5,-0.009452622383832932,0.060934544879273744,0.13290195364970714,0.01968563348054886
235,always_split,0,4,5,-0.010963277891278267,0.11817667190916836,0.14882059188676067,0.04663686081767082
236,always_steal,1,4,5,-0.01595698483288288,0.057479903916828334,0.16309984313556924,0.011151984333992004
237,deceptive_threaten,0,4,5,-0.025873465463519096,0.008341253217732714,0.1744605530402623,-0.0234474316239357
238,honest,1,4,5,-0.034784745424985886,0.13791562127880752,0.17507974483305588,0.0324222669005394
239,tit_for_tat,0,4,5,0.011385397985577583,0.08750858355779201,0.16677827617968433,0.053471917286515236
240,always_split,1,4,5,-0.010866761207580566,0.5368441455066204,0.16893509979126975,0.2558659743517637
241,always_steal,0,4,5,-0.020498329773545265,0.0971437836997211,0.17471222311723977,0.026326440274715424
242,deceptive_threaten,1,4,5,-0.030292296782135963,0.012795196937986475,0.17576717797783203,-0.02565237134695053
243,honest,0,4,5,0.00741003081202507,0.15067100734449923,0.1706783981062472,0.08103875070810318
244,tit_for_tat,1,4,5,-0.012552142143249512,0.08008663344662637,0.17229445357224904,0.02576822228729725
245,always_split,0,4,5,0.005921648815274239,0.5645159855484962,0.17543189038406126,0.2864253195002675
246,always_steal,1,4,5,-0.001665644347667694,0.0889341306174174,0.17514734528958797,0.041049933061003685
247,deceptive_threaten,0,4,5,0.004320014268159866,0.013422985814115052,0.17622682102955878,0.009269244968891144
248,honest,1,4,5,-0.007965891622006893,0.7012674678117037,0.17487261531641707,0.34091912023723125
249,tit_for_tat,0,4,5,-0.019560014829039574,0.08950541086960584,0.17082642824971117,0.023484420031309128
250,always_split,1,4,5,0.0054830387234687805,0.06323558778967708,0.16477170103462413,0.03545312583446503
251,always_steal,0,4,5,-0.002861741930246353,0.10260147042572498,0.16459626035066321,0.04679302126169205
252,deceptive_threaten,1,4,5,0.0008288659155368805,0.015420283395545908,0.161714740737807,0.0069218650460243225
253,honest,0,4,5,-0.025996193289756775,0.7082203384488821,0.1670896055875346,0.3264430873095989
254,tit_for_tat,1,4,5,-0.019872548058629036,0.06479774267063476,0.17417933593969792,0.010784534737467766
255,always_split,0,4,5,-0.026490140706300735,0.10060526360757649,0.17567379062529653,0.022055748850107193
256,always_steal,1,4,5,-0.03565102070569992,0.06543250725371763,0.16708143180585466,-0.004605583846569061
257,deceptive_threaten,0,4,5,0.0077494122087955475,0.008967755614492035,0.1543733673170209,0.010689562186598778
258,honest,1,4,5,-0.00888174306601286,0.6394854914397001,0.15748006108333357,0.3092862128978595
259,tit_for_tat,0,4,5,-0.014918144792318344,0.11685435881372541,0.16702168053598143,0.041838811710476875
260,always_split,1,4,5,-0.019359124824404716,0.4538986422121525,0.17458485135284718,0.20584432501345873
261,always_steal,0,4,5,-0.022586435079574585,0.13579234178178012,0.1757857996999519,0.04355187341570854
262,deceptive_threaten,1,4,5,0.009172948077321053,0.019573308647522936,0.17224540043389425,0.017237141728401184
263,honest,0,4,5,-0.013555938377976418,0.16155069088563323,0.1736519775877241,0.06548288464546204
264,tit_for_tat,1,4,5,0.006624972447752953,0.06638937018578872,0.17571554548339918,0.03806251846253872
265,always_split,0,4,5,-0.0003354828804731369,0.09121990902349353,0.17552800581324846,0.043519195169210434
266,always_steal,1,4,5,0.001890040934085846,0.06932685087667778,0.17587190418271348,0.03479473851621151
267,deceptive_threaten,0,4,5,-0.015282219275832176,0.010795458675545433,0.1749420811975142,-0.01163390465080738
268,honest,1,4,5,0.0070644766092300415,0.14681670907884836,0.17205011197074782,0.07875231467187405
269,tit_for_tat,0,4,5,-0.0017750337719917297,0.07079496671212837,0.17212426093465183,0.03190119378268719
270,always_split,1,4,5,0.0010362360626459122,0.0843449430540204,0.1704937774920836,0.04150376468896866
271,always_steal,0,4,5,-0.010404521599411964,0.07840977242449299,0.17261792115459684,0.027074187994003296
272,deceptive_threaten,1,4,5,-0.02043210342526436,0.009147700528046698,0.1757905623089755,-0.017616169527173042
273,honest,0,4,5,-0.02260097861289978,0.16422184300608933,0.1739144350431161,0.05777079612016678
