episode,target,ai_starts,update_idx,turn,policy_loss,value_loss,entropy,loss
35,always_split,0,4,5,-0.0021109431982040405,0.49315078742802143,0.20609959680587053,0.24240346252918243
36,always_steal,1,4,5,-0.019728587940335274,0.22807307820767164,0.19056653510779142,0.09240229241549969
37,deceptive_threaten,0,4,5,-0.0033970866352319717,0.024798449592026373,0.1727767800912261,0.007274383679032326
38,honest,1,4,5,0.011492636986076832,0.626171762123704,0.1804006863385439,0.32277450896799564
39,tit_for_tat,0,4,5,-0.0018098168075084686,0.2442620627116412,0.18829663237556815,0.11843823455274105
40,always_split,1,4,5,-0.009384604170918465,0.33364876080304384,0.19822952104732394,0.15545747056603432
41,always_steal,0,4,5,0.012996437028050423,0.31342890951782465,0.21470966329798102,0.1675637923181057
42,deceptive_threaten,1,4,5,0.005792658776044846,0.04606778317327098,0.19418899016454816,0.02688465639948845
43,honest,0,4,5,0.007980773225426674,0.7269822731614113,0.19921132875606418,0.369479788467288
44,tit_for_tat,1,4,5,-0.0030216537415981293,0.12488069920800626,0.20138764381408691,0.057404836639761925
45,always_split,0,4,5,-0.016949420794844627,0.4808799959719181,0.21449207374826074,0.22134565375745296
46,always_steal,1,4,5,0.0048706065863370895,0.19030833058059216,0.2253939933143556,0.09777082316577435
47,deceptive_threaten,0,4,5,0.002317197620868683,0.026929887812002562,0.21622114069759846,0.013619927689433098
48,honest,1,4,5,0.008767640218138695,0.6430750843137503,0.21989437891170382,0.32810624316334724
49,tit_for_tat,0,4,5,-0.04185209237039089,0.1519684693776071,0.20752483140677214,0.03205688111484051
50,always_split,1,4,5,0.002848014235496521,0.4358166214078665,0.19233106262981892,0.21883299853652716
51,always_steal,0,4,5,-0.014803485944867134,0.19202510616742074,0.20092216273769736,0.07919985055923462
52,deceptive_threaten,1,4,5,-0.02320776879787445,0.027318870459566824,0.21436511632055044,-0.011691976338624954
53,honest,0,4,5,0.024242430925369263,0.6774832252413034,0.22042434685863554,0.3607798027805984
54,tit_for_tat,1,4,5,-0.0403223130851984,0.1397494322154671,0.22410743217915297,0.027311328798532486
55,always_split,0,4,5,0.006462687626481056,0.44047678261995316,0.22346472973003983,0.22446643933653831
56,always_steal,1,4,5,-0.0254241693764925,0.19157210225239396,0.22980486415326595,0.06806382164359093
57,deceptive_threaten,0,4,5,-0.003123614937067032,0.030258308692737046,0.2314341007731855,0.009691201150417328
58,honest,1,4,5,-0.029587815050035715,0.7358094342052937,0.22147625451907516,0.3361021503806114
59,tit_for_tat,0,4,5,0.0061730388551950455,0.08827057894086465,0.21136604109779,0.04819466918706894
60,always_split,1,4,5,-0.02101641707122326,0.5166293922811747,0.21624985709786415,0.2351357750594616
61,always_steal,0,4,5,0.0095744039863348,0.1388151622377336,0.21933522471226752,0.07678864523768425
62,deceptive_threaten,1,4,5,0.0025155600160360336,0.019592411035318946,0.21486117038875818,0.010163169354200363
63,honest,0,4,5,0.00864004297181964,0.6946213226765394,0.21448105899617076,0.3538059005513787
64,tit_for_tat,1,4,5,-0.005433795973658562,0.11082680919207633,0.21318882680498064,0.04784772731363773
65,always_split,0,4,5,-0.031361738219857216,0.45760891772806644,0.21325450902804732,0.19531016889959574
66,always_steal,1,4,5,0.009451344609260559,0.16988418460823596,0.20597815257497132,0.09233365021646023
67,deceptive_threaten,0,4,5,-0.027352362871170044,0.021595259573530257,0.20962963346391916,-0.018651025369763374
68,honest,1,4,5,-0.04054972901940346,0.7105224058032036,0.20443397387862206,0.3126671351492405
69,tit_for_tat,0,4,5,-0.04200669378042221,0.09403265197761357,0.18727612379007041,0.0031368639320135117
70,always_split,1,4,5,0.0029601939022541046,0.548612030223012,0.1723506897687912,0.2755427025258541
71,always_steal,0,4,5,-0.009844353422522545,0.11393291142303497,0.17733010347001255,0.045348793268203735
72,deceptive_threaten,1,4,5,-0.0024894997477531433,0.015028765121314791,0.18375516985543072,0.00318731926381588
73,honest,0,4,5,-0.014792589470744133,0.6835094429552555,0.17052192892879248,0.32525689993053675
74,tit_for_tat,1,4,5,0.0023499932140111923,0.1082467318046838,0.15777295269072056,0.05489563010632992
75,always_split,0,4,5,-0.008584817871451378,0.4850773010402918,0.1652847535442561,0.23230099817737937
76,always_steal,1,4,5,-0.0150075014680624,0.14642244228161871,0.17969906656071544,0.056406743824481964
77,deceptive_threaten,0,4,5,0.0020025167614221573,0.021990268336594454,0.18876733328215778,0.011109968647360802
78,honest,1,4,5,-0.036257896572351456,0.17382468935102224,0.1772810926195234,0.04888162389397621
79,tit_for_tat,0,4,5,0.0017010252922773361,0.0598173143225722,0.16597873927094042,0.029949896037578583
80,always_split,1,4,5,-0.012088924646377563,0.5934138596057892,0.17431273241527379,0.2828748691827059
81,always_steal,0,4,5,-0.018540041521191597,0.09676935145398602,0.18663408199790865,0.027978304773569107
82,deceptive_threaten,1,4,5,-0.026075854897499084,0.014167791858881174,0.19549810432363302,-0.020946940407156944
83,honest,0,4,5,0.022221954888664186,0.6633519791066647,0.1946915698936209,0.35195101238787174
84,tit_for_tat,1,4,5,-0.018636107444763184,0.1075440077111125,0.1944881067611277,0.033191002905368805
85,always_split,0,4,5,0.00853649526834488,0.5017088353633881,0.1946551708970219,0.2574443747289479
86,always_steal,1,4,5,-0.020743969827890396,0.1302698845975101,0.19387259078212082,0.0424522552639246
87,deceptive_threaten,0,4,5,0.002338239923119545,0.01938128669084449,0.19181514345109463,0.010110737755894661
88,honest,1,4,5,-0.018040858209133148,0.1717885781545192,0.1927864458411932,0.06592557020485401
89,tit_for_tat,0,4,5,-0.034568553790450096,0.05742275808006525,0.1896327673457563,-0.0077535007148981094
90,always_split,1,4,5,-0.0430589709430933,0.11122706183232367,0.1755539420992136,0.010799014940857887
91,always_steal,0,4,5,0.005098631605505943,0.06800208383356221,0.161276379134506,0.03748691268265247
92,deceptive_threaten,1,4,5,-0.01952461153268814,0.009496752553786791,0.15734604373574257,-0.01634969562292099
93,honest,0,4,5,-0.008421123027801514,0.6472932025790215,0.14164473034907132,0.3138090326683596
94,tit_for_tat,1,4,5,0.0018946658819913864,0.13502607098780572,0.1323443753644824,0.06808426417410374
95,always_split,0,4,5,-0.005219968035817146,0.4377751965075731,0.13633019046392292,0.2123043444007635
96,always_steal,1,4,5,-0.0005941614508628845,0.1785921324044466,0.14304085460025817,0.08727150037884712
97,deceptive_threaten,0,4,5,0.0037476830184459686,0.03102059818058933,0.1321144204121083,0.017936844378709793
98,honest,1,4,5,-0.004805782926268876,0.7451585829257965,0.141622751718387,0.3663572855293751
99,tit_for_tat,0,4,5,-0.0023786351084709167,0.07530279189813882,0.14792880904860795,0.033793460577726364
100,always_split,1,4,5,0.001833636313676834,0.5164124146103859,0.13822964869905263,0.2586575374007225
101,always_steal,0,4,5,-0.005898499861359596,0.12525763432495296,0.14382367965299636,0.05529207922518253
102,deceptive_threaten,1,4,5,-0.0013115890324115753,0.018688593002480047,0.1498295539058745,0.006534414365887642
103,honest,0,4,5,-0.0378865972161293,0.16444915300235152,0.1344371164450422,0.04299362003803253
104,tit_for_tat,1,4,5,0.0015679951757192612,0.058941690367646515,0.12236874003428966,0.02981514297425747
105,always_split,0,4,5,-0.01117660291492939,0.12283567897975445,0.12151091196574271,0.0490261223167181
106,always_steal,1,4,5,0.0026148073375225067,0.04075878077037487,0.11204105848446488,0.02187378704547882
107,deceptive_threaten,0,4,5,-0.006089150905609131,0.00594796788345775,0.11744201590772718,-0.004289589822292328
108,honest,1,4,5,-0.010240649804472923,0.6054523587226868,0.1385545595549047,0.29109998428612016
109,tit_for_tat,0,4,5,-0.01149536669254303,0.15112792025320232,0.15557018667459488,0.06251287460327148
110,always_split,1,4,5,-0.015738818794488907,0.3871146095916629,0.17051286634523422,0.17611335217952728
111,always_steal,0,4,5,-0.022882230579853058,0.1920995672699064,0.18298346071969718,0.07133771851658821
112,deceptive_threaten,1,4,5,0.007347503677010536,0.03418552019047638,0.18708992062602192,0.022569378837943077
113,honest,0,4,5,-0.020655101165175438,0.1781008974649012,0.1847515207482502,0.0665478315204382
114,tit_for_tat,1,4,5,0.0037323404103517532,0.04874100250162883,0.18025065888650715,0.0263003371655941
115,always_split,0,4,5,-0.014256402850151062,0.6187363639473915,0.1833364205667749,0.29327841848134995
116,always_steal,1,4,5,0.004230424761772156,0.08309718413511291,0.1852681378950365,0.04392632842063904
117,deceptive_threaten,0,4,5,-0.025036947801709175,0.010673559275350186,0.18232394679216668,-0.02152339741587639
118,honest,1,4,5,0.007802719250321388,0.6785037331283092,0.17502964282175526,0.3453042865730822
119,tit_for_tat,0,4,5,-0.012599298730492592,0.10734198102727532,0.17149680579314008,0.03935670852661133
120,always_split,1,4,5,0.004359392449259758,0.4487425275146961,0.16555420897202566,0.22707509249448776
121,always_steal,0,4,5,-0.008731810376048088,0.15054418775252998,0.16908357315696776,0.06484945304691792
122,deceptive_threaten,1,4,5,-0.01801201142370701,0.025599155278314356,0.17810756573453546,-0.006993511691689491
123,honest,0,4,5,0.004528434947133064,0.7127762120217085,0.18405888485722244,0.3590759680373594
124,tit_for_tat,1,4,5,-0.007844598963856697,0.09159041231032461,0.1839729452622123,0.03611087054014206
125,always_split,0,4,5,0.0024648457765579224,0.5023168418556452,0.1821475060423836,0.25180178321897984
126,always_steal,1,4,5,-0.015493229031562805,0.1209631972014904,0.1835722103714943,0.04315264895558357
127,deceptive_threaten,0,4,5,0.004748910665512085,0.019076897033755813,0.18393176735844463,0.012448037043213844
128,honest,1,4,5,-0.016912518069148064,0.165782880038023,0.18319867114769295,0.06414693035185337
129,tit_for_tat,0,4,5,0.006686393171548843,0.05446877147187479,0.18056621140567586,0.03211511857807636
130,always_split,1,4,5,-0.012672808021306992,0.5862017776817083,0.1821748354122974,0.2786063328385353
131,always_steal,0,4,5,-0.022252704948186874,0.08839527831878513,0.1824553875485435,0.020120367407798767
132,deceptive_threaten,1,4,5,-0.03211667761206627,0.013808782841513434,0.17688902036752552,-0.0269811749458313
133,honest,0,4,5,0.008939646184444427,0.1438833938445896,0.16568524681497365,0.0792244840413332
134,tit_for_tat,1,4,5,-0.00975070707499981,0.08349943871144205,0.16679805604508147,0.030331017449498177
135,always_split,0,4,5,0.00786527432501316,0.5613883901387453,0.17268553480971605,0.28683261200785637
136,always_steal,1,4,5,0.00013115815818309784,0.08524244569707662,0.1702880694065243,0.04104951582849026
137,deceptive_threaten,0,4,5,-0.016745539382100105,0.010067975495985593,0.17645214824005961,-0.013476096093654633
138,honest,1,4,5,0.008948094677180052,0.7009420711547136,0.18049866828368977,0.35761415492743254
139,tit_for_tat,0,4,5,-0.005189599469304085,0.09209280385402963,0.1810140173183754,0.039046674966812134
140,always_split,1,4,5,-0.023155968636274338,0.06979553762357682,0.18085396831156686,0.009933264926075935
141,always_steal,0,4,5,0.00978575088083744,0.09317611355800182,0.17699844267917797,0.05460382625460625
142,deceptive_threaten,1,4,5,-0.010406561195850372,0.012261762404023102,0.1788381087826565,-0.006064070388674736
143,honest,0,4,5,0.005052892491221428,0.16716941306367517,0.1811116555472836,0.0868264902383089
144,tit_for_tat,1,4,5,-0.017577625811100006,0.058051883534062654,0.17910945450421423,0.009657209739089012
145,always_split,0,4,5,0.005238980054855347,0.5820054467767477,0.17455672181677073,0.2944961295761459
146,always_steal,1,4,5,-0.009902851656079292,0.09230026690056548,0.17609191493829712,0.03448635898530483
147,deceptive_threaten,0,4,5,-0.01642647385597229,0.014679511211397767,0.18002056825207546,-0.0108869057148695
148,honest,1,4,5,0.00873444601893425,0.16007014084607363,0.18089837749721482,0.08696053177118301
149,tit_for_tat,0,4,5,-0.0037536341696977615,0.06441963551333174,0.18082745373249054,0.026647917926311493
150,always_split,1,4,5,0.002476908266544342,0.09300575219094753,0.17993604589719325,0.047180430963635445
151,always_steal,0,4,5,-0.01566602662205696,0.06800313590792939,0.1804488057969138,0.01653105951845646
152,deceptive_threaten,1,4,5,-0.028367197141051292,0.00894209547459468,0.1779986202600412,-0.025676151737570763
153,honest,0,4,5,-0.01932879164814949,0.6860805973410606,0.16895399277564138,0.3220219886279665
154,tit_for_tat,1,4,5,-0.036357881501317024,0.0987361726583913,0.15308126085437834,0.011479396373033524
155,always_split,0,4,5,0.004343308508396149,0.49309288151562214,0.13759479427244514,0.24951381143182516
156,always_steal,1,4,5,-0.01061757281422615,0.13721015234477818,0.135571317456197,0.0566317904740572
157,deceptive_threaten,0,4,5,-0.04663964733481407,0.024850287367371493,0.1153016232419759,-0.035367513075470924
158,honest,1,4,5,-0.002644892781972885,0.7702226154506207,0.09993860521353781,0.38146701641380787
159,tit_for_tat,0,4,5,-0.000410713255405426,0.059594871243461967,0.09552128706127405,0.02843150869011879
160,always_split,1,4,5,-0.004216909408569336,0.5973997004330158,0.10153618350159377,0.2934675794094801
161,always_steal,0,4,5,-0.004948992282152176,0.08566678245551884,0.11285783268976957,0.036755820736289024
162,deceptive_threaten,1,4,5,-0.009311309084296227,0.012117311486690596,0.1294114490156062,-0.004546768963336945
163,honest,0,4,5,0.00866043590940535,0.7085457257926464,0.14533952617784962,0.36147990077733994
164,tit_for_tat,1,4,5,-0.0033391620963811874,0.08966510347090662,0.14935800823150203,0.03999979607760906
165,always_split,0,4,5,-0.011292500421404839,0.49715346843004227,0.159529184398707,0.23568893875926733
166,always_steal,1,4,5,-0.015992294996976852,0.13025433546863496,0.1715802198741585,0.04741906560957432
167,deceptive_threaten,0,4,5,-0.020364174619317055,0.018858009181712987,0.17926932562841102,-0.012727867811918259
168,honest,1,4,5,-0.009245889261364937,0.6891817022114992,0.17993752658367157,0.33354558050632477
169,tit_for_tat,0,4,5,0.0027639660984277725,0.11661619832739234,0.1762256760848686,0.05930980108678341
170,always_split,1,4,5,7.392093539237976e-05,0.47175956331193447,0.17643116950057447,0.2341893957927823
171,always_steal,0,4,5,0.0028076879680156708,0.13151145726442337,0.17267628567060456,0.06683664955198765
172,deceptive_threaten,1,4,5,-0.01904822327196598,0.01682040770765525,0.1772784084896557,-0.012410804629325867
173,honest,0,4,5,-0.03396807797253132,0.14902828121557832,0.178141214302741,0.03876465931534767
174,tit_for_tat,1,4,5,-0.04305163212120533,0.07898940332233906,0.16361382967443205,-0.005193078890442848
175,always_split,0,4,5,0.00665789470076561,0.5770561527460814,0.14752557553583756,0.2937107162288157
176,always_steal,1,4,5,-0.009137742221355438,0.10204226113273762,0.15173998041427694,0.04036599025130272
177,deceptive_threaten,0,4,5,-0.018851300701498985,0.012886581884799853,0.16638052786584012,-0.014071818441152573
178,honest,1,4,5,0.00776585191488266,0.15188805875368416,0.17539198798476718,0.08195597119629383
179,tit_for_tat,0,4,5,-0.023059314116835594,0.07335878531739581,0.17196701833745465,0.0119004026055336
180,always_split,1,4,5,0.006023278459906578,0.557193223387003,0.16305533767445013,0.282989339902997
181,always_steal,0,4,5,-0.009635388851165771,0.10710804432164878,0.1670091034611687,0.04224853403866291
182,deceptive_threaten,1,4,5,0.002571113407611847,0.015726684502567423,0.1723473279562313,0.008710969239473343
183,honest,0,4,5,-0.024380605667829514,0.1594350824598223,0.16624264838173985,0.05367450788617134
184,tit_for_tat,1,4,5,0.004243370145559311,0.058720012893900275,0.15761616369127296,0.032027220353484154
185,always_split,0,4,5,-0.003418710082769394,0.1139450496993959,0.15767490325379185,0.05197705328464508
186,always_steal,1,4,5,0.0030636638402938843,0.048043974151369184,0.15114059663028456,0.025574246421456337
187,deceptive_threaten,0,4,5,-0.01068582572042942,0.006051833997446465,0.15741618376341648,-0.009234059602022171
188,honest,1,4,5,-0.019228577613830566,0.6445023193955421,0.1692285070894286,0.30133027909323573
189,tit_for_tat,0,4,5,-0.020323924720287323,0.11921975156292319,0.17674768189317547,0.037518469616770744
190,always_split,1,4,5,0.009326031431555748,0.052047131466679275,0.17863970834878273,0.033563198521733284
191,always_steal,0,4,5,-0.002252541482448578,0.11266898608300835,0.17847274147788994,0.05229722708463669
192,deceptive_threaten,1,4,5,-0.0001884251832962036,0.01581441404596262,0.17828258441295475,0.005935950204730034
193,honest,0,4,5,-0.020421380177140236,0.7442592158913612,0.17863725672941655,0.3499218411743641
194,tit_for_tat,1,4,5,-0.02290801890194416,0.05971787328599021,0.17586555928573944,0.00519225187599659
195,always_split,0,4,5,-0.03430158458650112,0.10051495931111276,0.16560918124741875,0.014299795031547546
196,always_steal,1,4,5,-0.042767006903886795,0.060067811311455444,0.14765791088575497,-0.014209683984518051
197,deceptive_threaten,0,4,5,-0.04566153325140476,0.008255145099838046,0.12275544536532834,-0.042761510238051414
198,honest,1,4,5,-0.0025446582585573196,0.6378829479217529,0.10450883588055149,0.3153517320752144
199,tit_for_tat,0,4,5,0.0001965891569852829,0.14313661423511803,0.09712093271082267,0.07079369202256203
200,always_split,1,4,5,-0.022587737068533897,0.05539132445119321,0.09580449509667233,0.004149880260229111
201,always_steal,0,4,5,0.0035491734743118286,0.08682966470951214,0.08230819064192474,0.04614092409610748
202,deceptive_threaten,1,4,5,-0.00277906097471714,0.008046243000762843,0.08377990568988025,0.0004062727093696594
203,honest,0,4,5,0.009334702044725418,0.6157235875725746,0.10236812671064399,0.3161728326231241
204,tit_for_tat,1,4,5,-0.0033691339194774628,0.15443875454366207,0.11456738819833845,0.07270458713173866
205,always_split,0,4,5,-0.006529856473207474,0.4062055144459009,0.12504659610567614,0.1953224278986454
206,always_steal,1,4,5,-0.010084331035614014,0.18516734545119107,0.14264169085072353,0.08107291348278522
207,deceptive_threaten,0,4,5,-0.01455271989107132,0.0275064529159863,0.15791230980539694,-0.0023786257952451706
208,honest,1,4,5,0.009710879996418953,0.751010499894619,0.16978555018431507,0.3835182636976242
209,tit_for_tat,0,4,5,-0.00552402064204216,0.07593378756428137,0.17206415432156064,0.03072223998606205
210,always_split,1,4,5,-0.02320169284939766,0.5270480159670115,0.17692144634202123,0.23855309933423996
211,always_steal,0,4,5,0.008007990196347237,0.13334336271509528,0.1771340831182897,0.07290832325816154
212,deceptive_threaten,1,4,5,-0.020932426676154137,0.016346355677796964,0.17770664356066845,-0.014536315575242043
213,honest,0,4,5,-0.04079802893102169,0.14554859627969563,0.16938891165773384,0.030282381922006607
214,tit_for_tat,1,4,5,0.004220955073833466,0.0853236261755228,0.15447952554677613,0.045337971299886703
215,always_split,0,4,5,-0.01313733495771885,0.5239455029368401,0.16341216405271553,0.24720129324123263
216,always_steal,1,4,5,-0.019041061401367188,0.115152956568636,0.17245434611686505,0.03681089170277119
217,deceptive_threaten,0,4,5,-0.025264132767915726,0.015969643572816494,0.17708504118490964,-0.01905016414821148
218,honest,1,4,5,0.010316172614693642,0.15588374610524625,0.1745904161944054,0.0865121316164732
219,tit_for_tat,0,4,5,-0.0025329478085041046,0.08432844761409797,0.17411418416304514,0.0378901232033968
220,always_split,1,4,5,-0.025608718395233154,0.5238155052065849,0.16806897160131484,0.23461835086345673
221,always_steal,0,4,5,0.006371429190039635,0.11601192207308486,0.15820413344772533,0.06279533728957176
222,deceptive_threaten,1,4,5,-0.004103532060980797,0.013701455872137558,0.15768641818431206,0.0011703334748744965
223,honest,0,4,5,0.004026107490062714,0.6488096173852682,0.14991404354805127,0.3269317829690408
224,tit_for_tat,1,4,5,-0.013783371075987816,0.14692377671599388,0.1454593746457249,0.05822393856942654
225,always_split,0,4,5,0.001976538449525833,0.03277473973139422,0.13764285712386481,0.016987472772598267
226,always_steal,1,4,5,-0.0016210488975048065,0.16018202784471214,0.1401718491979409,0.07706823758780956
227,deceptive_threaten,0,4,5,-0.0018455442041158676,0.024708629227347956,0.13791736963321455,0.009129606187343597
228,honest,1,4,5,-0.012666847556829453,0.17695086868479848,0.14906015084125102,0.07431798800826073
229,tit_for_tat,0,4,5,0.009005866944789886,0.06137339508859441,0.16185146023053676,0.038074059411883354
230,always_split,1,4,5,0.0017642583698034286,0.0914373577106744,0.1583886699809227,0.04589904844760895
231,always_steal,0,4,5,0.0034082718193531036,0.0789468849543482,0.1635350750584621,0.04124636948108673
232,deceptive_threaten,1,4,5,-0.029005141928792,0.012242497239867589,0.15490917695569806,-0.024432990700006485
233,honest,0,4,5,-0.0359523743391037,0.6604059636592865,0.1375204406795092,0.2928754142485559
234,tit_for_tat,1,4,5,0.0024015437811613083,0.1153330496745184,0.12107222437043674,0.058857349678874016
235,always_split,0,4,5,-0.004833471029996872,0.0785004438366741,0.12625707214465365,0.03315419517457485
236,always_steal,1,4,5,-0.009326349943876266,0.08666888176230714,0.13948402446112595,0.032613251358270645
237,deceptive_threaten,0,4,5,-0.01829381100833416,0.010920961874759882,0.157539272448048,-0.014408724382519722
238,honest,1,4,5,-0.029895877465605736,0.1463895773049444,0.1735750903317239,0.04156317003071308
239,tit_for_tat,0,4,5,0.01617111824452877,0.0803586655529216,0.17682848346885294,0.054582174867391586
240,always_split,1,4,5,-0.02152441255748272,0.5226991027593613,0.17657914105802774,0.23805935168638825
241,always_steal,0,4,5,-0.02544582076370716,0.11247564293444157,0.17231657187221572,0.029068831354379654
242,deceptive_threaten,1,4,5,-0.028682049363851547,0.017030778529417034,0.1628844089282211,-0.021795500069856644
243,honest,0,4,5,0.006144141778349876,0.15992860845290124,0.15131650742841884,0.08459527231752872
244,tit_for_tat,1,4,5,-0.005746167153120041,0.07146564667345956,0.15242918403237127,0.028462359681725502
245,always_split,0,4,5,0.003857376053929329,0.5962723009288311,0.15819077621563338,0.30041163181886077
246,always_steal,1,4,5,-3.787316381931305e-05,0.07359893614193425,0.15629575913771987,0.03519863449037075
247,deceptive_threaten,0,4,5,0.0023559629917144775,0.009737632637438765,0.1595748064428335,0.005629032850265503
248,honest,1,4,5,-0.018079359084367752,0.6747421603649855,0.15267974791640881,0.31776491075288504
249,tit_for_tat,0,4,5,-0.027738939970731735,0.105264414800331,0.13992244568362366,0.023494044318795204
250,always_split,1,4,5,0.004158841446042061,0.05246662785066292,0.12678797623084392,0.02912428230047226
251,always_steal,0,4,5,-0.006903594359755516,0.13201215956360102,0.1248261188302422,0.057854220271110535
252,deceptive_threaten,1,4,5,0.001331062987446785,0.020929880251969735,0.1186905668291729,0.010609088465571404
253,honest,0,4,5,-0.025698302313685417,0.7306277751922607,0.12458868099201936,0.33836968208197504
254,tit_for_tat,1,4,5,-0.008800985291600227,0.057484977194690146,0.13828269476653077,0.018558690324425697
255,always_split,0,4,5,-0.013428561389446259,0.11489783436991274,0.15440094289078843,0.042476341128349304
256,always_steal,1,4,5,-0.023661412298679352,0.059705957188270986,0.17020209156908095,0.004489537328481674
257,deceptive_threaten,0,4,5,0.01205289177596569,0.008857174398144707,0.17645324426121078,0.014716941863298416
258,honest,1,4,5,-0.01954500935971737,0.6588195785880089,0.17473799714935012,0.3081174020189792
259,tit_for_tat,0,4,5,0.005059812217950821,0.09934404853265733,0.17128218911238946,0.05301903001964092
260,always_split,1,4,5,0.0010184329003095627,0.4877889920026064,0.17295606384868734,0.2431833641603589
261,always_steal,0,4,5,-0.01860310137271881,0.11569021549075842,0.16852500593813602,0.03755675256252289
262,deceptive_threaten,1,4,5,0.005168084055185318,0.017058988200005842,0.16169080707186367,0.012080669403076172
263,honest,0,4,5,-0.009351875633001328,0.1665456120390445,0.16501251193403732,0.0722708199173212
264,tit_for_tat,1,4,5,-0.01779363304376602,0.057714659109478816,0.1728851920051966,0.009334847331047058
265,always_split,0,4,5,-0.025383824482560158,0.10328887030482292,0.17644242756068707,0.024496199563145638
266,always_steal,1,4,5,0.010301649570465088,0.06450971576850861,0.17315700501785614,0.04082493297755718
267,deceptive_threaten,0,4,5,-0.013926740735769272,0.009127451570744682,0.17466180157498457,-0.011109629645943642
268,honest,1,4,5,-0.018636800348758698,0.6670814584940672,0.17576321728120092,0.3131463066674769
269,tit_for_tat,0,4,5,-0.02081676758825779,0.09944029338657856,0.17290057039645035,0.027174366638064384
270,always_split,1,4,5,0.005624864250421524,0.06060069613158703,0.1680334280245006,0.034244878217577934
271,always_steal,0,4,5,-0.006690027192234993,0.10505570657551289,0.16930149390827864,0.04414481669664383
272,deceptive_threaten,1,4,5,-0.014642426744103432,0.012781835768379324,0.17400034735328518,-0.009991507977247238
273,honest,0,4,5,-0.01971077360212803,0.17118866695091128,0.1763585188309662,0.06411997228860855
