personality,bayes_mean,bayes_std,ppo_mean,ppo_std,mean_diff,pct_diff,t_stat,p_value,cohens_d,bayes_n,ppo_n
best_aggressive,49.0,50.241839379569136,36.5,46.523047400121364,-12.5,-25.510204081632654,1.8255205965357255,0.0694378926632574,0.25816759860122457,100,100
best_deceiver,52.0,50.211673156867825,33.5,43.840274827716314,-18.5,-35.57692307692308,2.7753942601426442,0.006051732512710145,0.39250002036261694,100,100
best_trusting,26.5,25.080677902329594,59.0,49.43110704237104,32.5,122.64150943396226,-5.863260634242795,2.8828642535141474e-08,-0.8291902708674437,100,100
